legacy_id,name,firm,practice,date,award
1116959,,Ropes & Gray,['Cybersecurity & Privacy'],2019,Practice Groups Of The Year
1116958,,BakerHostetler,['Cybersecurity & Privacy'],2019,Practice Groups Of The Year
1116955,,Sullivan & Cromwell,['Competition'],2019,Practice Groups Of The Year
1116953,,Arnold & Porter,['Competition'],2019,Practice Groups Of The Year
1116879,,Skadden,['Mergers & Acquisitions'],2019,Practice Groups Of The Year
1116877,,Dechert,['Private Equity'],2019,Practice Groups Of The Year
1116874,,Latham & Watkins,['Capital Markets'],2019,Practice Groups Of The Year
1116869,,Shearman & Sterling,['Mergers & Acquisitions'],2019,Practice Groups Of The Year
1116860,,Kirkland & Ellis,['Appellate'],2019,Practice Groups Of The Year
1116801,,Jenner & Block,['Appellate'],2019,Practice Groups Of The Year
1116721,,Davis Polk,['Tax'],2019,Practice Groups Of The Year
1116598,,Desmarais LLP,['Intellectual Property'],2019,Practice Groups Of The Year
1116591,,Sullivan & Cromwell,['Mergers & Acquisitions'],2019,Practice Groups Of The Year
1116589,,Cravath Swaine,['Mergers & Acquisitions'],2019,Practice Groups Of The Year
1116437,,Davis Polk,['Mergers & Acquisitions'],2019,Practice Groups Of The Year
1116302,,Fish & Richardson,['Intellectual Property'],2019,Practice Groups Of The Year
1116258,,King & Spalding,['Life Sciences'],2019,Practice Groups Of The Year
1116211,,Gibson Dunn,['Appellate'],2019,Practice Groups Of The Year
1115979,,Quinn Emanuel,['Trials'],2019,Practice Groups Of The Year
1115976,,Desmarais LLP,['Trials'],2019,Practice Groups Of The Year
1115665,,Cleary Gottlieb,['International Arbitration'],2019,Practice Groups Of The Year
1115664,,Troutman Sanders,['Consumer Protection'],2019,Practice Groups Of The Year
1115662,,Sheppard Mullin,['Cybersecurity & Privacy'],2019,Practice Groups Of The Year
1115661,,Sidley Austin,['International Arbitration'],2019,Practice Groups Of The Year
1115516,,McDermott Will,['Tax'],2019,Practice Groups Of The Year
1115415,,Orrick Herrington,['Technology'],2019,Practice Groups Of The Year
1115414,,Barnes & Thornburg,['International Trade'],2019,Practice Groups Of The Year
1115410,,Susman Godfrey,['Intellectual Property'],2019,Practice Groups Of The Year
1115409,,Kirkland & Ellis,['Intellectual Property'],2019,Practice Groups Of The Year
1115406,,Eversheds Sutherland,['Tax'],2019,Practice Groups Of The Year
1115028,,Bernstein Litowitz,['Class Action'],2019,Practice Groups Of The Year
1115015,,Sullivan & Cromwell,['Real Estate'],2019,Practice Groups Of The Year
1115012,,Fried Frank,['Real Estate'],2019,Practice Groups Of The Year
1115010,,Kirkland & Ellis,['Private Equity'],2019,Practice Groups Of The Year
1115003,,Cohen Milstein,['Environmental'],2019,Practice Groups Of The Year
1114966,,Williams & Connolly,['Appellate'],2019,Practice Groups Of The Year
1114576,,Quinn Emanuel,['Technology'],2019,Practice Groups Of The Year
1114573,,Kelley Drye,['International Trade'],2019,Practice Groups Of The Year
1114571,,Jones Day,['Intellectual Property'],2019,Practice Groups Of The Year
1114530,,Munger Tolles,['Media & Entertainment'],2019,Practice Groups Of The Year
1114525,,Jenner & Block,['Energy'],2019,Practice Groups Of The Year
1114522,,Orrick Herrington,['Appellate'],2019,Practice Groups Of The Year
1114495,,Cravath Swaine,['Tax'],2019,Practice Groups Of The Year
1114491,,Skadden,['Tax'],2019,Practice Groups Of The Year
1114124,,Freshfields,['International Arbitration'],2019,Practice Groups Of The Year
1114062,,Pomerantz,['Securities'],2019,Practice Groups Of The Year
1114061,,Bernstein Litowitz,['Securities'],2019,Practice Groups Of The Year
1113955,,Schiff Hardin,['Construction'],2019,Practice Groups Of The Year
1113953,,Duane Morris,['Construction'],2019,Practice Groups Of The Year
1113910,,McDermott Will,['Health'],2019,Practice Groups Of The Year
1113898,,Skadden,['Benefits'],2019,Practice Groups Of The Year
1113896,,Sanford Heisler,['Employment'],2019,Practice Groups Of The Year
1113883,,Paul Weiss,['Life Sciences'],2019,Practice Groups Of The Year
1113706,,Jenner & Block,['Benefits'],2019,Practice Groups Of The Year
1113704,,Outten & Golden,['Employment'],2019,Practice Groups Of The Year
1113703,,Lash & Goldberg,['Health'],2019,Practice Groups Of The Year
1113702,,Latham & Watkins,['Life Sciences'],2019,Practice Groups Of The Year
1113431,,Wiley Rein,['Government Contracts'],2019,Practice Groups Of The Year
1113429,,Covington & Burling,['Insurance'],2019,Practice Groups Of The Year
1113424,,Hogan Lovells,['International Arbitration'],2019,Practice Groups Of The Year
1113168,,Akin Gump,['Bankruptcy'],2019,Practice Groups Of The Year
1097228,Patrick Stueve,Stueve Siegel,['Food & Beverage'],2018,MVP
1097225,Z. Julie Gao,Skadden,['Capital Markets'],2018,MVP
1097222,Justin Savage,Sidley Austin,['Environmental'],2018,MVP
1097220,Christopher Morrison,Jones Day,['Sports & Betting'],2018,MVP
1097215,Sean Doyle,Skadden,['Food & Beverage'],2018,MVP
1097212,Marisa D. Stavenas,Simpson Thacher,['Capital Markets'],2018,MVP
1097211,Irwin Raij,O'Melveny & Myers,['Sports & Betting'],2018,MVP
1097208,Timothy Bishop,Mayer Brown,['Environmental'],2018,MVP
1097205,Jeffrey L. Kessler,Winston & Strawn,['Sports & Betting'],2018,MVP
1097203,Jeremy C. Marwell,Vinson & Elkins,['Environmental'],2018,MVP
1097200,David A. Carpenter,Mayer Brown,['Food & Beverage'],2018,MVP
1097195,Greg Rodgers,Latham & Watkins,['Capital Markets'],2018,MVP
1097190,Kevin Kennedy,Simpson Thacher,['Technology'],2018,MVP
1097185,Matthew McGill,Gibson Dunn,['Sports & Betting'],2018,MVP
1097181,Richard Truesdell,Davis Polk,['Capital Markets'],2018,MVP
1096917,Nader Mousavi,Sullivan & Cromwell,['Technology'],2018,MVP
1096916,Jeff Horwitz,Proskauer Rose,['Hospitality'],2018,MVP
1096915,Brad Karp,Paul Weiss,['Sports & Betting'],2018,MVP
1096914,Tracie Renfroe,King & Spalding,['Environmental'],2018,MVP
1096913,Christopher Chorba,Gibson Dunn,['Class Action'],2018,MVP
1096912,Richard Youle,Skadden,['Private Equity'],2018,MVP
1096911,Stacie Goeddel,Holland & Knight,['Hospitality'],2018,MVP
1096910,Steve W. Berman,Hagens Berman,['Class Action'],2018,MVP
1096909,Karen Dunn,Boies Schiller,['Technology'],2018,MVP
1096908,Angela Humphreys,Bass Berry,['Health'],2018,MVP
1096907,Brian Stadler,Simpson Thacher,['Private Equity'],2018,MVP
1096906,Kelly M. Klaus,Munger Tolles,['Media & Entertainment'],2018,MVP
1096904,Stuart Kurlander,Latham & Watkins,['Health'],2018,MVP
1096903,Nicholas Casiello Jr.,Fox Rothschild,['Hospitality'],2018,MVP
1096902,John Browne,Bernstein Litowitz,['Class Action'],2018,MVP
1096900,Marco Masotti,Paul Weiss,['Private Equity'],2018,MVP
1096899,Susan Feigin Harris,Morgan Lewis,['Health'],2018,MVP
1096432,Theodore Leopold,Cohen Milstein,['Environmental'],2018,MVP
1095540,Todd Freed,Skadden,['Insurance'],2018,MVP
1095539,Robert Horkovich,Anderson Kill,['Insurance'],2018,MVP
1095536,Stephen Gill,Vinson & Elkins,['Energy'],2018,MVP
1095534,John Goodgame,Akin Gump,['Energy'],2018,MVP
1095532,Steven Reed,Morgan Lewis,['Competition'],2018,MVP
1095531,Evan Chesler,Cravath Swaine,['Competition'],2018,MVP
1095530,David Lieberman,Simpson Thacher,['Energy'],2018,MVP
1095528,Michael Darden,Gibson Dunn,['Energy'],2018,MVP
1095526,Paul Wessel,Weil Gotshal,['Benefits'],2018,MVP
1095523,Amanda Amert,Jenner & Block,['Benefits'],2018,MVP
1095520,Joseph Yaffe,Skadden,['Benefits'],2018,MVP
1095515,Kirk Pasich,Pasich LLP,['Insurance'],2018,MVP
1095513,Matthew Price,Jenner & Block,['Energy'],2018,MVP
1095507,Andrew Kay,Cozen O'Connor,['Insurance'],2018,MVP
1095502,William Isaacson,Boies Schiller,['Competition'],2018,MVP
1095499,Marc Mukasey,Greenberg Traurig,['White Collar'],2018,MVP
1095497,David A. O'Neil,Debevoise & Plimpton,['White Collar'],2018,MVP
1095495,George S. Cary,Cleary Gottlieb,['Competition'],2018,MVP
1095494,Craig Cardon,Sheppard Mullin,['Retail & E-Commerce'],2018,MVP
1095492,Todd Wozniak,Greenberg Traurig,['Benefits'],2018,MVP
1095490,William A. Burck,Quinn Emanuel,['White Collar'],2018,MVP
1095481,Patrick J. Egan,Fox Rothschild,['White Collar'],2018,MVP
1095479,Jane Byrne,Quinn Emanuel,['Insurance'],2018,MVP
1095477,Stephanie Sheridan,Steptoe & Johnson LLP,['Retail & E-Commerce'],2018,MVP
1095475,Jason Sheasby,Irell & Manella,['Trials'],2018,MVP
1095471,Marc Trevino,Sullivan & Cromwell,['Benefits'],2018,MVP
1095470,Arturo Gonzalez,Morrison & Foerster,['Trials'],2018,MVP
1095463,Andrew J. Levander,Dechert,['White Collar'],2018,MVP
1095453,Bart Williams,Proskauer Rose,['Trials'],2018,MVP
1095448,Ursula Henninger,King & Spalding,['Trials'],2018,MVP
1095188,Dale Cendali,Kirkland & Ellis,['Media & Entertainment'],2018,MVP
1095078,Nancy Kestenbaum,Covington & Burling,['White Collar'],2018,MVP
1095077,James Hurst,Kirkland & Ellis,['Trials'],2018,MVP
1095074,James Speyer,Arnold & Porter,['Retail & E-Commerce'],2018,MVP
1095069,Sharon Nelles,Sullivan & Cromwell,['Transportation'],2018,MVP
1095065,Michael Mallow,Sidley Austin,['Transportation'],2018,MVP
1095061,Alice Loughran,Steptoe & Johnson LLP,['Transportation'],2018,MVP
1095044,David Dantzic,Latham & Watkins,['Private Equity'],2018,MVP
1095041,Andrew H. Bart,Jenner & Block,['Media & Entertainment'],2018,MVP
1095037,Thomas Barker,Foley Hoag,['Health'],2018,MVP
1095033,Kevin M. Schmidt,Debevoise & Plimpton,['Private Equity'],2018,MVP
1095032,Elizabeth McNamara,Davis Wright Tremaine,['Media & Entertainment'],2018,MVP
1095020,Andrew L. Bab,Debevoise & Plimpton,['Health'],2018,MVP
1094314,Robert Siegel,O'Melveny & Myers,['Transportation'],2018,MVP
1094313,David Herman,Weil Gotshal,['Real Estate'],2018,MVP
1094312,Sasan Mehrara,Simpson Thacher,['Real Estate'],2018,MVP
1094311,Robert Buday,Latham & Watkins,['Real Estate'],2018,MVP
1094310,Richard Godfrey,Kirkland & Ellis,['Product Liability'],2018,MVP
1094309,Andrea Roberts Pierson,Faegre Baker,['Product Liability'],2018,MVP
1094308,Kalpana Srinivasan,Susman Godfrey,['Intellectual Property'],2018,MVP
1094307,Charles K. Verhoeven,Quinn Emanuel,['Intellectual Property'],2018,MVP
1094306,Paul Hughes,Mayer Brown,['Intellectual Property'],2018,MVP
1094305,Patrick S. Brown,Sullivan & Cromwell,['Banking'],2018,MVP
1094304,Joseph Serino,Latham & Watkins,['Banking'],2018,MVP
1094269,Ron I. Erlichman,Bracewell,['Project Finance'],2018,MVP
1094267,Matt Hurd,Sullivan & Cromwell,['Life Sciences'],2018,MVP
1094266,Scott Delacourt,Wiley Rein,['Telecommunications'],2018,MVP
1094265,Adam Giuliano,Kaplan Kirsch,['Project Finance'],2018,MVP
1094261,Jay Lefkowitz,Kirkland & Ellis,['Life Sciences'],2018,MVP
1094257,S. Joel Cartee,Kilpatrick Townsend,['Telecommunications'],2018,MVP
1094256,Eric Richards,O'Melveny & Myers,['Project Finance'],2018,MVP
1094253,Adam Golden,Hogan Lovells,['Life Sciences'],2018,MVP
1094252,Michele Farquhar,Hogan Lovells,['Telecommunications'],2018,MVP
1094250,Inosi Nyatta,Sullivan & Cromwell,['Project Finance'],2018,MVP
1094249,Lori Cohen,Greenberg Traurig,['Life Sciences'],2018,MVP
1094247,Nancy Victory,DLA Piper,['Telecommunications'],2018,MVP
1094246,Rohit Chaudhry,Kirkland & Ellis,['Project Finance'],2018,MVP
1094244,Jonathan Singer,Fish & Richardson,['Life Sciences'],2018,MVP
1094243,Anthony Sinclair,Quinn Emanuel,['International Arbitration'],2018,MVP
1094242,Victoria Maroulis,Quinn Emanuel,['Telecommunications'],2018,MVP
1094240,Elliot Friedman,Freshfields,['International Arbitration'],2018,MVP
1094239,Noiana Marigo,Freshfields,['International Arbitration'],2018,MVP
1094236,Jonathan T. Stoel,Hogan Lovells,['International Trade'],2018,MVP
1094234,Craig Holman,Arnold & Porter,['Government Contracts'],2018,MVP
1094232,Daniel Warren,BakerHostetler,['Cybersecurity & Privacy'],2018,MVP
1094231,Shara Aranoff,Covington & Burling,['International Trade'],2018,MVP
1094230,Kara M. Sacilotto,Wiley Rein,['Government Contracts'],2018,MVP
1094229,Michelle Kisloff,Hogan Lovells,['Cybersecurity & Privacy'],2018,MVP
1094228,David Fagan,Covington & Burling,['International Trade'],2018,MVP
1094226,Stephen J. McBrady,Crowell & Moring,['Government Contracts'],2018,MVP
1094221,Michael Li-Ming Wong,Gibson Dunn,['Cybersecurity & Privacy'],2018,MVP
1094220,Robert Giuffra Jr.,Sullivan & Cromwell,['Securities'],2018,MVP
1094219,Howard Ellin,Skadden,['Mergers & Acquisitions'],2018,MVP
1094218,Elliot Feldman,BakerHostetler,['International Trade'],2018,MVP
1094217,Lynne Hermle,Orrick Herrington,['Employment'],2018,MVP
1094215,Eric Gibbs,Gibbs Law Group,['Cybersecurity & Privacy'],2018,MVP
1094214,Ronit Berkovich,Weil Gotshal,['Bankruptcy'],2018,MVP
1094213,Emma Gilmore,Pomerantz,['Securities'],2018,MVP
1094211,Lisa O'Neill,McDermott Will,['Mergers & Acquisitions'],2018,MVP
1094208,Karen Kubin,Morrison & Foerster,['Employment'],2018,MVP
1094206,Andrew N. Friedman,Cohen Milstein,['Cybersecurity & Privacy'],2018,MVP
1094205,Susheel Kirpalani,Quinn Emanuel,['Bankruptcy'],2018,MVP
1094203,Kannon Shanmugam,Williams & Connolly,['Appellate'],2018,MVP
1094201,Jordan Thomas,Labaton Sucharow,['Securities'],2018,MVP
1094198,Will Pearce,Davis Polk,['Mergers & Acquisitions'],2018,MVP
1094197,Grace E. Speights,Morgan Lewis,['Employment'],2018,MVP
1094195,Ira Dizengoff,Akin Gump,['Bankruptcy'],2018,MVP
1094194,Susanna M. Buergel,Paul Weiss,['Banking'],2018,MVP
1094193,Yar Chaikovsky,Paul Hastings,['Appellate'],2018,MVP
1094192,Mark Perry,Gibson Dunn,['Securities'],2018,MVP
1094189,Oliver Smith,Davis Polk,['Mergers & Acquisitions'],2018,MVP
1094188,Craig Fields,Morrison & Foerster,['Tax'],2018,MVP
1094184,Mark Lanier,Lanier Law Firm,['Product Liability'],2018,MVP
1094179,Robert C. Lee,Jones Day,['Real Estate'],2018,MVP
1094178,Jerry Maatman,Seyfarth Shaw,['Employment'],2018,MVP
1094175,John Rapisardi,O'Melveny & Myers,['Bankruptcy'],2018,MVP
1094173,Gregory Castanias,Jones Day,['Intellectual Property'],2018,MVP
1094171,Jessica Ring Amunson,Jenner & Block,['Appellate'],2018,MVP
1094168,Robert Townsend,Cravath Swaine,['Mergers & Acquisitions'],2018,MVP
1094167,Geoffrey M. Davis,Jenner & Block,['Tax'],2018,MVP
1094166,David Sanford,Sanford Heisler,['Employment'],2018,MVP
1094163,Christopher Marcus,Kirkland & Ellis,['Bankruptcy'],2018,MVP
1094161,Eugene Scalia,Gibson Dunn,['Appellate'],2018,MVP
1094160,Morgan Chu,Irell & Manella,['Intellectual Property'],2018,MVP
1094157,Allison J. Schoenthal,Hogan Lovells,['Banking'],2018,MVP
1094155,Salvatore Graziano,Bernstein Litowitz,['Securities'],2018,MVP
1094154,Richard Hall,Cravath Swaine,['Mergers & Acquisitions'],2018,MVP
1094153,Thomas H. Dupree Jr.,Gibson Dunn,['Transportation'],2018,MVP
1094152,Kalpana Kotagal,Cohen Milstein,['Employment'],2018,MVP
1094150,Kathryn Coleman,Hughes Hubbard,['Bankruptcy'],2018,MVP
1094146,Joanne Franzel,Gibson Dunn,['Real Estate'],2018,MVP
1094144,Robert Sorin,Fried Frank,['Real Estate'],2018,MVP
1094138,John Desmarais,Desmarais LLP,['Intellectual Property'],2018,MVP
1094137,Josh Rosenkranz,Orrick Herrington,['Appellate'],2018,MVP
1094127,Neil Barr,Davis Polk,['Tax'],2018,MVP
1094120,Paul Schmidt,Covington & Burling,['Product Liability'],2018,MVP
1094107,Pamela J. Yates,Arnold & Porter,['Product Liability'],2018,MVP
1093950,Mark Hanchet,Mayer Brown,['Banking'],2018,MVP
1093946,Richard Clary,Cravath Swaine,['Securities'],2018,MVP
1070166,Ursula Taylor,Butler Rubin,['Health'],2018,Rising Stars
1065403,Laura El-Sabaawi,Wiley Rein,['International Trade'],2018,Rising Stars
1065401,Anthony Palermo,Holland & Knight,['Consumer Protection'],2018,Rising Stars
1065400,Richard Mojica,Miller & Chevalier,['International Trade'],2018,Rising Stars
1065399,Sven De Knop,Sidley Austin,['International Trade'],2018,Rising Stars
1065396,Christian Davis,Akin Gump,['International Trade'],2018,Rising Stars
1065394,Felicia Davis,Paul Hastings,['Employment'],2018,Rising Stars
1065391,Austin Lee,Bracewell,['Energy'],2018,Rising Stars
1065387,Hannah Taylor,Frankfurt Kurnit,['Consumer Protection'],2018,Rising Stars
1065384,Brooke Kim,DLA Piper,['Product Liability'],2018,Rising Stars
1065382,Sean G. Wieber,Winston & Strawn,['Consumer Protection'],2018,Rising Stars
1065378,Kieran Gostin,Wilkinson Stekloff,['Product Liability'],2018,Rising Stars
1065375,Alexander Berengaut,Covington & Burling,['Cybersecurity & Privacy'],2018,Rising Stars
1065374,Corban Rhodes,Labaton Sucharow,['Consumer Protection'],2018,Rising Stars
1065370,Pavan Surapaneni,Sullivan & Cromwell,['Sports & Betting'],2018,Rising Stars
1065367,Garrett Charon,Ropes & Gray,['Private Equity'],2018,Rising Stars
1065365,Ursula Owczarkowski,Covington & Burling,['Project Finance'],2018,Rising Stars
1065363,Maaren Shah,Quinn Emanuel,['Energy'],2018,Rising Stars
1065362,Jonathan Amoona,Winston & Strawn,['Sports & Betting'],2018,Rising Stars
1065360,Kevin Wheeler,Latham & Watkins,['International Trade'],2018,Rising Stars
1065355,Brittany Bacon,Hunton Andrews,['Cybersecurity & Privacy'],2018,Rising Stars
1065351,Adam Lauridsen,Keker Van Nest,['Sports & Betting'],2018,Rising Stars
1065350,Frank Saviano,Proskauer Rose,['Sports & Betting'],2018,Rising Stars
1065348,Tim St. George,Troutman Sanders,['Consumer Protection'],2018,Rising Stars
1065345,Marcella Ducca,Greenberg Traurig,['Product Liability'],2018,Rising Stars
1065343,Jacqueline Seidel,King & Spalding,['Product Liability'],2018,Rising Stars
1065341,Sara Garcia Duran,Sidley Austin,['Private Equity'],2018,Rising Stars
1065339,Lachlan Poustie,Shearman & Sterling,['Project Finance'],2018,Rising Stars
1065338,Rob Safi,Susman Godfrey,['Energy'],2018,Rising Stars
1065335,Alexis Ronickher,Katz Marshall,['Employment'],2018,Rising Stars
1065332,Paul Harrison,White & Case,['Project Finance'],2018,Rising Stars
1065331,Justin Stolte,Gibson Dunn,['Energy'],2018,Rising Stars
1065320,Mark Brennan,Hogan Lovells,['Telecommunications'],2018,Rising Stars
1065318,Ari Meltzer,Wiley Rein,['Telecommunications'],2018,Rising Stars
1065316,Philip Ou,Paul Hastings,['Technology'],2018,Rising Stars
1065311,Rebecca Carson,Irell & Manella,['Technology'],2018,Rising Stars
1065308,Saul Mezei,Morgan Lewis,['Tax'],2018,Rising Stars
1065304,Kara Mungovan,Cravath Swaine,['Tax'],2018,Rising Stars
1065301,Tijana Dvornic,Wachtell Lipton,['Tax'],2018,Rising Stars
1065299,Gavin White,Skadden,['Tax'],2018,Rising Stars
1065298,Nathan Tasso,Shearman & Sterling,['Tax'],2018,Rising Stars
1065295,Megan Baca,Ropes & Gray,['Technology'],2018,Rising Stars
1065291,Drew Holmes,Quinn Emanuel,['Intellectual Property'],2018,Rising Stars
1065287,Gregory Lantier,WilmerHale,['Intellectual Property'],2018,Rising Stars
1065283,Matthew Berry,Susman Godfrey,['Intellectual Property'],2018,Rising Stars
1065281,Amanda Hollis,Kirkland & Ellis,['Intellectual Property'],2018,Rising Stars
1065259,Jared Gerber,Cleary Gottlieb,['Securities'],2018,Rising Stars
1065258,Nina Yadava,Jones Day,['Securities'],2018,Rising Stars
1065255,Linton Mann III,Simpson Thacher,['Securities'],2018,Rising Stars
1065253,Tamar Weinrib,Pomerantz,['Securities'],2018,Rising Stars
1065251,Daniel Dorris,Kellogg Hansen,['Securities'],2018,Rising Stars
1065248,Michael B. Eisenkraft,Cohen Milstein,['Securities'],2018,Rising Stars
1065245,Bonnie A. Neuman,Cadwalader Wickersham,['Real Estate'],2018,Rising Stars
1065242,Julia Sanabria,Kasowitz Benson,['Real Estate'],2018,Rising Stars
1065239,Mike Szczurek,Gibson Dunn,['Real Estate'],2018,Rising Stars
1065237,Wheatly MacNamara,Simpson Thacher,['Real Estate'],2018,Rising Stars
1065235,Kris Ferranti,Shearman & Sterling,['Real Estate'],2018,Rising Stars
1065234,Byron Rooney,Davis Polk,['Capital Markets'],2018,Rising Stars
1065233,David Hamsher,Paul Hastings,['Real Estate'],2018,Rising Stars
1065230,Elizabeth Silbert,King & Spalding,['International Arbitration'],2018,Rising Stars
1065227,Lee Rovinescu,Freshfields,['International Arbitration'],2018,Rising Stars
1065224,Kate Brown De Vejar,Curtis Mallet-Prevost,['International Arbitration'],2018,Rising Stars
1065220,D. Scott Bennett,Cravath Swaine,['Capital Markets'],2018,Rising Stars
1065216,Leland Jones,Wiley Rein,['Insurance'],2018,Rising Stars
1065211,Heather Simpson,Kennedys,['Insurance'],2018,Rising Stars
1065210,Elizabeth Khoury Ali,Morgan Lewis,['Banking'],2018,Rising Stars
1065208,Marc Ladd,McKool Smith,['Insurance'],2018,Rising Stars
1065206,?Jeremy Goldkind,Steptoe & Johnson LLP,['Product Liability'],2018,Rising Stars
1065205,Benjamin Cohen,Latham & Watkins,['Capital Markets'],2018,Rising Stars
1065204,Omid Safa,Blank Rome,['Insurance'],2018,Rising Stars
1065203,Carrie Maylor DiCanio,Anderson Kill,['Insurance'],2018,Rising Stars
1065201,Meena Datta,Sidley Austin,['Health'],2018,Rising Stars
1065200,Leigh Nathanson,Boies Schiller,['Banking'],2018,Rising Stars
1065199,Jenna C. Bigornia,Holland & Knight,['Health'],2018,Rising Stars
1065196,Sven Mickisch,Skadden,['Banking'],2018,Rising Stars
1065195,Michael Willemin,Wigdor LLP,['Employment'],2018,Rising Stars
1065194,Travis Lloyd,Bradley Arant,['Health'],2018,Rising Stars
1065193,Evan Parness,DLA Piper,['Employment'],2018,Rising Stars
1065192,Russell A. Hilton,Alston & Bird,['Health'],2018,Rising Stars
1065191,Michael Nonaka,Covington & Burling,['Banking'],2018,Rising Stars
1065190,Kate Baxter-Kauf,Lockridge Grindal,['Cybersecurity & Privacy'],2018,Rising Stars
1065189,Timothy Loose,Gibson Dunn,['Cybersecurity & Privacy'],2018,Rising Stars
1065186,Stephen Salley,Sullivan & Cromwell,['Banking'],2018,Rising Stars
1065184,Anna Cartwright,Jones Day,['Private Equity'],2018,Rising Stars
1065183,Amy Conant Hoang ,K&L Gates,['Government Contracts'],2018,Rising Stars
1065181,Stephanie Berdik,Kirkland & Ellis,['Private Equity'],2018,Rising Stars
1065179,Stephanie Srulowitz,Weil Gotshal,['Asset Management'],2018,Rising Stars
1065178,Sonia Tabriz,Arnold & Porter,['Government Contracts'],2018,Rising Stars
1065175,Greta Williams,Gibson Dunn,['Employment'],2018,Rising Stars
1065172,Brian Walsh,Wiley Rein,['Government Contracts'],2018,Rising Stars
1065171,Gemma Roberts,Goodwin Procter,['Private Equity'],2018,Rising Stars
1065170,Luke Platzer,Jenner & Block,['Telecommunications'],2018,Rising Stars
1065169,Kate Growley,Crowell & Moring,['Cybersecurity & Privacy'],2018,Rising Stars
1065168,Jonathan Phillips,Gibson Dunn,['Government Contracts'],2018,Rising Stars
1065166,Elizabeth Scott,Akin Gump,['Government Contracts'],2018,Rising Stars
1065164,David Sweeney,Akin Gump,['Energy'],2018,Rising Stars
1065163,Elizabeth Taber,King & Spalding,['Environmental'],2018,Rising Stars
1065162,Joy Lam,Sidley Austin,['Asset Management'],2018,Rising Stars
1065160,Anita Girdhari,Gibson Dunn,['Project Finance'],2018,Rising Stars
1065159,William Petit,Kelley Drye,['Environmental'],2018,Rising Stars
1065158,Uri Itkin,Kasowitz Benson,['Asset Management'],2018,Rising Stars
1065157,Alexandra Farmer,Kirkland & Ellis,['Environmental'],2018,Rising Stars
1065156,Yardena Zwang-Weissman,Morgan Lewis,['Environmental'],2018,Rising Stars
1065153,Erica Schohn,Skadden,['Benefits'],2018,Rising Stars
1065147,Gillian Emmett Moldowan,Shearman & Sterling,['Benefits'],2018,Rising Stars
1065144,Adam Kestenbaum,Latham & Watkins,['Benefits'],2018,Rising Stars
1065142,Emily Seymour Costin,Alston & Bird,['Benefits'],2018,Rising Stars
1065140,Melissa Hill,Morgan Lewis,['Benefits'],2018,Rising Stars
1065139,Seema Shah,Simpson Thacher,['Asset Management'],2018,Rising Stars
1065138,Ryan Preston Dahl,Weil Gotshal,['Bankruptcy'],2018,Rising Stars
1065134,James Stull,King & Spalding,['Asset Management'],2018,Rising Stars
1065133,Anupama Yerramalli,Kramer Levin,['Bankruptcy'],2018,Rising Stars
1065132,Ajay Krishnan,Keker Van Nest,['Intellectual Property'],2018,Rising Stars
1065130,Chad Husnick,Kirkland & Ellis,['Bankruptcy'],2018,Rising Stars
1065129,Brian Goldman,Orrick Herrington,['Appellate'],2018,Rising Stars
1065126,Jeffrey Saltman,Fisch Sigler,['Intellectual Property'],2018,Rising Stars
1065125,Lara Samet Buchwald,Davis Polk,['Bankruptcy'],2018,Rising Stars
1065123,Blaine Evanson,Gibson Dunn,['Appellate'],2018,Rising Stars
1065118,Colleen E. Roh Sinzdak,Hogan Lovells,['Appellate'],2018,Rising Stars
1065117,Paul Hughes,Mayer Brown,['Appellate'],2018,Rising Stars
1065112,James Tysse,Akin Gump,['Appellate'],2018,Rising Stars
1064880,Meghan Spillane,Goodwin Procter,['White Collar'],2018,Rising Stars
1064879,Alex Spiro,Quinn Emanuel,['White Collar'],2018,Rising Stars
1064878,David Schnitzer,Gibson Dunn,['Transportation'],2018,Rising Stars
1064877,Phara Guberman,Paul Hastings,['White Collar'],2018,Rising Stars
1064876,Fabio Leonardi,Pillsbury Winthrop,['White Collar'],2018,Rising Stars
1064875,Rebecca Fitzpatrick,Kirkland & Ellis,['Trials'],2018,Rising Stars
1064874,Bina Palnitkar,Greenberg Traurig,['Trials'],2018,Rising Stars
1064873,Christopher Drewry,Latham & Watkins,['Transportation'],2018,Rising Stars
1064870,Amna Arshad,Jenner & Block,['Transportation'],2018,Rising Stars
1064869,Susan Clare,King & Spalding,['Transportation'],2018,Rising Stars
1064868,Robert Glassman,Panish Shea,['Personal Injury & Medical Malpractice'],2018,Rising Stars
1064867,Patrick Salvi II,Salvi Schostok,['Personal Injury & Medical Malpractice'],2018,Rising Stars
1064865,Lisa Weinstein,Grant & Eisenhofer,['Personal Injury & Medical Malpractice'],2018,Rising Stars
1064863,Edward J. Lee,Wachtell Lipton,['Mergers & Acquisitions'],2018,Rising Stars
1064846,Jonathan Davis,Kirkland & Ellis,['Mergers & Acquisitions'],2018,Rising Stars
1064845,Edward Prokop,Jenner & Block,['Mergers & Acquisitions'],2018,Rising Stars
1064843,Sonia Nijjar,Skadden,['Mergers & Acquisitions'],2018,Rising Stars
1064842,Christopher Moore,Hogan Lovells,['Mergers & Acquisitions'],2018,Rising Stars
1064839,Kosta Stojilkovic,Wilkinson Stekloff,['Trials'],2018,Rising Stars
1064837,Joshua Simmons,Kirkland & Ellis,['Media & Entertainment'],2018,Rising Stars
